381,Huntington Ingalls Industries,380,479.00 ,-16.40,38000,C. Michael Petters,Aerospace &  Defense,Aerospace and Defense,Newport News,VA,37.0870821,-76.4730122
382,Mosaic,377,107.20,-136.00,8500,James C. O'Rourke,Chemicals,Chemicals,Plymouth,MN,45.0105194,-93.4555093
383,J.M. Smucker,346,592.30 ,-14.00,7140,Mark T. Smucker,"Food, Beverages &  Tobacco",Food Consumer Products,Orrville,OH,40.8436663,-81.7640212
384,Delek US Holdings,480,288.80 ,-,3941,Ezra Uzi Yemin,Energy,Petroleum Refining,Brentwood,TN,36.0331164,-86.7827772
385,Newmont Mining,328,98.00,-,12569,Gary J. Goldberg,Energy,"Mining, Crude-Oil Production",Greenwood Village,CO,39.6172101,-104.9508141
386,Constellation Brands,408,1535.10 ,45.50,8700,Robert S. Sands,"Food, Beverages &  Tobacco",Beverages,Victor,NY,42.9825633,-77.4088794
387,Ryder System,394,790.60 ,201.20,36100,Robert E. Sanchez,Transportation,"Trucking, Truck Leasing",Miami,FL,25.7616798,-80.1917902
388,National Oilwell Varco,375,237.00,-,31605,Clay C. Williams,Energy,"Oil and Gas Equipment, Services",Houston,TX,29.7604267,-95.3698028
389,Adobe Systems,443,1694.00 ,44.90,17973,Shantanu Narayen,Technology,Computer Software,San Jose,CA,37.3382082,-121.8863286
390,LifePoint Health,374,102.40 ,-16.00,42000,William F. Carpenter III,Health Care,Health Care: Medical Facilities,Brentwood,TN,36.0331164,-86.7827772
391,Tractor Supply,396,422.60 ,-3.30,21000,Gregory A. Sandfort,Retailing,Specialty Retailers: Other,Brentwood,TN,36.0331164,-86.7827772
392,Thor Industries,540,374.30 ,45.90,17800,Robert W. Martin,Motor Vehicles &  Parts,Motor Vehicles and Parts,Elkhart,IN,41.6819935,-85.9766671
393,Dana,447,111.00 ,-82.70,30100,James K. Kamsickas,Motor Vehicles &  Parts,Motor Vehicles and Parts,Maumee,OH,41.5628294,-83.6538244
394,Weyerhaeuser,341,582.00 ,-43.30,9300,Doyle R. Simons,Materials,Forest and Paper Products,Seattle,WA,47.6062095,-122.3320708
395,J.B. Hunt Transport Services,407,686.30 ,58.80,24681,John N. Roberts III,Transportation,"Trucking, Truck Leasing",Lowell,AR,36.2553543,-94.1307587
396,Darden Restaurants,385,479.10 ,27.80,178729,Eugene I. Lee Jr.,"Hotels, Restaurants &  Leisure",Food Services,Orlando,FL,28.5383355,-81.3792365
397,Yum China Holdings,399,403.00 ,-19.70,450000,Joey Wat,"Hotels, Restaurants &  Leisure",Food Services,Plano,TX,33.0198431,-96.6988856
398,Blackstone Group,503,1470.80 ,41.50,2360,Stephen A. Schwarzman,Financials,Diversified Financials,New York,NY,40.7127753,-74.0059728
399,Berry Global Group,413,340.00 ,44.10,23000,Thomas E. Salmon,Materials,"Packaging, Containers",Evansville,IN,37.9715592,-87.5710898
400,Builders FirstSource,421,38.80 ,-73.10,15000,M. Chad Crow,Materials,"Building Materials, Glass",Dallas,TX,32.7766642,-96.7969879
401,Activision Blizzard,406,273.00 ,-71.70,9800,Robert A. Kotick,Technology,Entertainment,Santa Monica,CA,34.0194543,-118.4911912
402,JetBlue Airways,403,1147.00 ,51.10,17424,Robin Hayes,Transportation,Airlines,,NY,40.744679,-73.9485424
403,Amphenol,424,650.50 ,-21.00,70000,R. Adam Norwitt,Technology,Network and Other Communications Equipment,Wallingford,CT,41.4570108,-72.8230736
404,A-Mark Precious Metals,395,7.10 ,-23.60,126,Gregory N. Roberts,Materials,Miscellaneous,El Segundo,CA,33.9191799,-118.4164652
405,Spirit AeroSystems Holdings,393,354.90 ,-24.40,15500,Thomas C. Gentile III,Aerospace &  Defense,Aerospace and Defense,Wichita,KS,37.6871761,-97.330053
406,R.R. Donnelley & Sons,388,34.40,-,42700,Daniel L. Knotts,Media,"Publishing, Printing",Chicago,IL,41.8781136,-87.6297982
407,Harris,363,553.00 ,70.70,17000,William M. Brown,Aerospace &  Defense,Aerospace and Defense,Melbourne,FL,28.0836269,-80.6081089
408,Expeditors Intl. of Washington,429,489.30 ,13.60,16500,Jeffrey S. Musser,Transportation,Transportation and Logistics,Seattle,WA,47.6062095,-122.3320708
409,Discovery,412,337.00,-128.20,7000,David M. Zaslav,Media,Entertainment,Silver Spring,MD,38.9906657,-77.026088
410,Owens-Illinois,401,180.00 ,-13.90,26500,Andres A. Lopez,Materials,"Packaging, Containers",Perrysburg,OH,41.556996,-83.627157
411,Sanmina,414,138.80 ,-26.10,41250,Robert K. Eulau,Technology,Semiconductors and Other Electronic Components,San Jose,CA,37.3382082,-121.8863286
412,KeyCorp,479,1296.00 ,63.80,18415,Beth E. Mooney,Financials,Commercial Banks,Cleveland,OH,41.49932,-81.6943605
413,American Financial Group,411,475.00 ,-26.80,7600,Carl H. Lindner lll/S. Craig Lindner,Financials,Insurance: Property and Casualty (Stock),Cincinnati,OH,39.1031182,-84.5120196
414,Oshkosh,425,285.60 ,32.00,14000,Wilson R. Jones,Industrials,Construction and Farm Machinery,Oshkosh,WI,44.0247062,-88.5426136
415,Rockwell Collins,492,705.00 ,-3.20,29000,Robert K. Ortberg,Aerospace &  Defense,Aerospace and Defense,Cedar Rapids,IA,41.9778795,-91.6656232
416,Kindred Healthcare,376,698.40,-,64200,Benjamin A. Breier,Health Care,Health Care: Medical Facilities,Louisville,KY,38.2526647,-85.7584557
417,Insight Enterprises,473,90.70 ,7.10,6697,Kenneth T. Lamneck,Technology,Information Technology Services,Tempe,AZ,33.4255104,-111.9400054
418,Dr Pepper Snapple Group,416,1076.00 ,27.00,21000,Larry D. Young,"Food, Beverages &  Tobacco",Beverages,Plano,TX,33.0198431,-96.6988856
419,American Tower,449,1238.90 ,29.50,4752,James D. Taiclet Jr.,Financials,Real estate,Boston,MA,42.3600825,-71.0588801
420,Fortive,NULL,1044.50 ,-,26000,James A. Lico,Industrials,Industrial Machinery,Everett,WA,47.9789848,-122.2020795
421,Ralph Lauren,371,99.30,-125.10,18250,Patrice Louvet,Apparel,Apparel,New York,NY,40.7127753,-74.0059728
422,HRG Group,418,106.00 ,-,17113,Joseph S. Steinberg,Household Products,Household and Personal Products,New York,NY,40.7127753,-74.0059728
423,Ascena Retail Group,384,1067.30,-,40000,David R. Jaffe,Retailing,Specialty Retailers: Apparel,Mahwah,NJ,41.0886216,-74.1435843
424,United Rentals,452,1346.00 ,137.80,14800,Michael J. Kneeland,Business Services,Miscellaneous,Stamford,CT,41.0534302,-73.5387341
425,Caseys General Stores,423,177.50 ,-21.50,25463,Terry W. Handley,Retailing,Specialty Retailers: Other,Ankeny,IA,41.7317884,-93.6001278
426,Graybar Electric,420,71.60 ,-23.10,8500,Kathleen M. Mazzarella,Wholesalers,Wholesalers: Diversified,St. Louis,MO,38.6270025,-90.1994042
427,Avery Dennison,430,281.80 ,-12.10,30000,Mitchell R. Butier,Materials,"Packaging, Containers",Glendale,CA,34.1425078,-118.255075
428,MasTec,502,347.20 ,164.50,17300,Jose R. Mas,Engineering &  Construction,"Engineering, Construction",Coral Gables,FL,25.72149,-80.2683838
429,CMS Energy,419,460.00 ,-16.50,7887,Patricia K. Poppe,Energy,Utilities: Gas and Electric,Jackson,MI,42.245869,-84.4013462
430,HD Supply Holdings,364,970.00 ,394.90,11000,Joseph J. DeAngelo,Wholesalers,Wholesalers: Diversified,Atlanta,GA,33.7489954,-84.3879824
431,Raymond James Financial,469,636.20 ,20.20,12700,Paul C. Reilly,Financials,Securities,St. Petersburg,FL,27.7676008,-82.6402915
432,NCR,409,232.00 ,-14.10,34000,Michael D. Hayford,Technology,"Computers, Office Equipment",Atlanta,GA,33.7489954,-84.3879824
433,Hanesbrands,432,61.90 ,-88.50,67200,Gerald W. Evans Jr.,Apparel,Apparel,Winston-Salem,NC,36.0998596,-80.244216
434,Asbury Automotive Group,410,139.10 ,-16.80,8000,David W. Hult,Retailing,"Automotive Retailing, Services",Duluth,GA,34.0028786,-84.1446376
435,Citizens Financial Group,451,1652.00 ,58.10,17594,Bruce W. Van Saun,Financials,Commercial Banks,Providence,RI,41.8239891,-71.4128343
436,Packaging Corp. of America,450,668.60 ,48.70,14600,Mark W. Kowlzan,Materials,"Packaging, Containers",Lake Forest,IL,42.2586342,-87.840625
437,Alleghany,428,90.10 ,-80.30,4402,Weston M. Hicks,Financials,Insurance: Property and Casualty (Stock),New York,NY,40.7127753,-74.0059728
438,Apache,488,1304.00 ,-,3356,John J. Christmann IV,Energy,"Mining, Crude-Oil Production",Houston,TX,29.7604267,-95.3698028
439,Dillards,417,221.30 ,30.80,31400,William T. Dillard II,Retailing,General Merchandisers,Little Rock,AR,34.7464809,-92.2895948
440,Assurant,361,519.60 ,-8.10,14175,Alan B. Colberg,Financials,Insurance: Property and Casualty (Stock),New York,NY,40.7127753,-74.0059728
441,Franklin Resources,405,1696.70 ,-1.70,9386,Gregory E. Johnson,Financials,Securities,San Mateo,CA,37.5629917,-122.3255254
442,Owens Corning,458,289.00 ,-26.50,17000,Michael H. Thaman,Materials,"Building Materials, Glass",Toledo,OH,41.6528052,-83.5378674
443,Motorola Solutions,433,155.00,-127.70,15000,Gregory Q. Brown,Technology,Network and Other Communications Equipment,Chicago,IL,41.8781136,-87.6297982
444,NVR,446,537.50 ,26.40,5200,Paul C. Saville,Engineering &  Construction,Homebuilders,Reston,VA,38.9586307,-77.3570028
445,Rockwell Automation,442,825.70 ,13.20,22000,Blake D. Moret,Industrials,"Electronics, Electrical Equip.",Milwaukee,WI,43.0389025,-87.9064736
446,TreeHouse Foods,427,286.20,-,13489,Steven Oakland,"Food, Beverages &  Tobacco",Food Consumer Products,Oak Brook,IL,41.8397865,-87.9535534
447,Wynn Resorts,548,747.20 ,208.80,25200,Matthew O. Maddox,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Las Vegas,NV,36.1699412,-115.1398296
448,Olin,467,549.50 ,-,6400,John E. Fischer,Chemicals,Chemicals,Clayton,MO,38.6425518,-90.3237263
449,American Axle & Manufacturing,593,337.10 ,40.00,25000,David C. Dauch,Motor Vehicles &  Parts,Motor Vehicles and Parts,Detroit,MI,42.331427,-83.0457538
450,Old Republic International,439,560.50 ,20.00,8700,Aldo C. Zucaro,Financials,Insurance: Property and Casualty (Stock),Chicago,IL,41.8781136,-87.6297982
451,Chemours,482,746.00 ,10557.10,7000,Mark P. Vergnano,Chemicals,Chemicals,Wilmington,DE,39.7390721,-75.5397878
452,iHeartMedia,426,704.40,-,18700,Robert W. Pittman,Media,Entertainment,San Antonio,TX,29.4241219,-98.4936282
453,Ameren,431,523.00 ,-19.90,8615,Warner L. Baxter,Energy,Utilities: Gas and Electric,St. Louis,MO,38.6270025,-90.1994042
454,Arthur J. Gallagher,462,463.10 ,11.80,26783,J. Patrick Gallagher Jr.,Financials,Diversified Financials,Rolling Meadows,IL,42.0841936,-88.0131275
455,Celanese,484,843.00 ,-6.30,7592,Mark C. Rohr,Chemicals,Chemicals,Irving,TX,32.8140177,-96.9488945
456,Sealed Air,397,814.90 ,67.50,15000,Edward L. Doheny II,Materials,"Packaging, Containers",Charlotte,NC,35.2270869,-80.8431267
457,UGI,457,436.60 ,19.70,13000,John L. Walsh,Energy,Energy,King of Prussia,PA,40.1012856,-75.3835525
458,Realogy Holdings,448,431.00 ,102.30,11800,Ryan M. Schneider,Financials,Real estate,Madison,NJ,40.7598227,-74.417097
459,Burlington Stores,463,384.90 ,78.30,40000,Thomas A. Kingsbury,Retailing,Specialty Retailers: Apparel,Burlington,NJ,40.071222,-74.8648873
460,Regions Financial,436,1263.00 ,8.60,21714,O.B. Grayson Hall Jr.,Financials,Commercial Banks,Birmingham,AL,33.5206608,-86.80249
461,AK Steel Holding,441,6.20 ,-,9200,Roger K. Newport,Materials,Metals,Beckett Ridge,OH,39.3321262,-84.4172666
462,Securian Financial Group,532,418.90 ,68.70,5000,Christopher M. Hilger,Financials,"Insurance: Life, Health (stock)",St Paul,MN,44.9537029,-93.0899578
463,S& P Global,459,1496.00 ,-29.00,20400,Douglas L. Peterson,Business Services,Financial Data Services,New York,NY,40.7127753,-74.0059728
464,Markel,460,395.30 ,-13.30,15600,Thomas S. Gayner/Richard R. Whitt III,Financials,Insurance: Property and Casualty (Stock),Glen Allen,VA,37.665978,-77.5063739
465,TravelCenters of America,470,9.30 ,-,19611,Andrew J. Rebholz,Retailing,Specialty Retailers: Other,Westlake,OH,41.4553232,-81.9179173
466,Conduent,NULL,181.00 ,-,90000,Ashok Vemuri,Business Services,Diversified Outsourcing Services,Florham Park,NJ,40.787878,-74.3882072
467,M& T Bank Corp.,455,1408.30 ,7.10,16354,Ren� F. Jones,Financials,Commercial Banks,Buffalo,NY,42.8864468,-78.8783689
468,Clorox,453,701.00 ,8.20,8100,Benno O. Dorer,Household Products,Household and Personal Products,Oakland,CA,37.8043637,-122.2711137
469,AmTrust Financial Services,475,348.90,-184.90,9300,Barry D. Zyskind,Financials,Insurance: Property and Casualty (Stock),New York,NY,40.7127753,-74.0059728
470,KKR,656,1018.30 ,229.20,1184,Henry R. Kravis/George R. Roberts,Financials,Securities,New York,NY,40.7127753,-74.0059728
471,Ulta Beauty,524,555.20 ,35.50,24200,Mary N. Dillon,Retailing,Specialty Retailers: Other,Bolingbrook,IL,41.6986416,-88.0683955
472,Yum Brands,422,1340.00 ,-17.20,60000,Greg Creed,"Hotels, Restaurants &  Leisure",Food Services,Louisville,KY,38.2526647,-85.7584557
473,Regeneron Pharmaceuticals,523,1198.50 ,33.80,6200,Leonard S. Schleifer,Health Care,Pharmaceuticals,Tarrytown,NY,41.0762077,-73.8587461
474,Windstream Holdings,485,2116.60,-,12979,Anthony W. Thomas,Telecommunications,Telecommunications,Little Rock,AR,34.7464809,-92.2895948
475,Magellan Health,526,110.20 ,41.50,10700,Barry M. Smith,Health Care,Health Care: Insurance and Managed Care,Scottsdale,AZ,33.4941704,-111.9260519
476,Western & Southern Financial,483,310.40 ,28.70,2226,John F. Barrett,Financials,"Insurance: Life, Health (Mutual)",Cincinnati,OH,39.1031182,-84.5120196
477,Intercontinental Exchange,437,2514.00 ,76.80,4952,Jeffrey C. Sprecher,Financials,Securities,Atlanta,GA,33.7489954,-84.3879824
478,Ingredion,456,519.00 ,7.00,11000,James P. Zallie,"Food, Beverages &  Tobacco",Food Production,Westchester,IL,41.8498339,-87.8806738
479,Wyndham Destinations,461,871.00 ,42.60,39200,Michael D. Brown,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Parsippany-Troy Hills,NJ,40.8652865,-74.4173877
480,Toll Brothers,497,535.50 ,40.10,4500,Douglas C. Yearley Jr.,Engineering &  Construction,Homebuilders,Horsham,PA,40.1784422,-75.1285061
481,Seaboard,486,247.00 ,-20.80,11800,Steven J. Bresky,"Food, Beverages &  Tobacco",Food Production,Merriam,KS,39.0236165,-94.6935701
482,Booz Allen Hamilton,481,252.50 ,-14.10,23300,Horacio D. Rozanski,Technology,Information Technology Services,McLean,VA,38.9338676,-77.1772604
483,First American Financial,464,423.00 ,23.30,18705,Dennis J. Gilmore,Financials,Insurance: Property and Casualty (Stock),Santa Ana,CA,33.7454725,-117.867653
484,Cincinnati Financial,476,1045.00 ,76.90,4925,Steven J. Johnston,Financials,Insurance: Property and Casualty (Stock),Fairfield,OH,39.3454673,-84.5603187
485,Avon Products,444,22.00 ,-,25000,Jan Zijderveld,Household Products,Household and Personal Products,Rye,NY,40.9806535,-73.6837399
486,Northern Trust,501,1199.00 ,16.10,18100,Michael G. O'Grady,Financials,Commercial Banks,Chicago,IL,41.8781136,-87.6297982
487,Fiserv,471,1246.00 ,34.00,24000,Jeffery W. Yabuki,Business Services,Financial Data Services,Brookfield,WI,43.0605671,-88.1064787
488,Harley-Davidson,435,521.80 ,-24.60,5800,Matthew S. Levatich,Transportation,Transportation Equipment,Milwaukee,WI,43.0389025,-87.9064736
489,Cheniere Energy,NULL,393.00,-,1230,Jack A. Fusco,Energy,Energy,Houston,TX,29.7604267,-95.3698028
490,Patterson,466,170.90 ,-8.70,7500,Mark S. Walchirk,Wholesalers,Wholesalers: Health Care,St Paul,MN,44.9537029,-93.0899578
491,Peabody Energy,533,-,-,7100,Glenn L. Kellow,Energy,"Mining, Crude-Oil Production",St. Louis,MO,38.6270025,-90.1994042
492,ON Semiconductor,598,810.70 ,345.20,34000,Keith D. Jackson,Technology,Semiconductors and Other Electronic Components,Phoenix,AZ,33.4483771,-112.0740373
493,Simon Property Group,477,1948.00 ,5.90,4150,David E. Simon,Financials,Real estate,Indianapolis,IN,39.768403,-86.158068
494,Western Union,478,557.10,-320.00,11500,Hikmet Ersek,Business Services,Financial Data Services,Englewood,CO,39.6477653,-104.9877597
495,NetApp,468,509.00 ,122.30,10100,George Kurian,Technology,"Computers, Office Equipment",Sunnyvale,CA,37.36883,-122.0363496
496,Polaris Industries,537,172.50 ,-19.00,11000,Scott W. Wine,Transportation,Transportation Equipment,Medina,MN,45.0352411,-93.5824586
497,Pioneer Natural Resources,606,833.00 ,-,3836,Timothy L. Dove,Energy,"Mining, Crude-Oil Production",Irving,TX,32.8140177,-96.9488945
498,ABM Industries,500,3.80 ,-93.40,140000,Scott B. Salmirs,Business Services,Diversified Outsourcing Services,New York,NY,40.7127753,-74.0059728
499,Vistra Energy,499,254.00,-,4150,Curtis A. Morgan,Energy,Energy,Irving,TX,32.8140177,-96.9488945
500,Cintas,520,480.70 ,-30.70,42000,Scott D. Farmer,Business Services,Diversified Outsourcing Services,Cincinnati,OH,39.1031182,-84.5120196
501,Hess,525,4074.00,-,2075,John B. Hess,Energy,"Mining, Crude-Oil Production",New York,NY,40.7127753,-74.0059728
502,Host Hotels & Resorts,472,564.00 ,-26.00,205,James F. Risoleo,Financials,Real estate,Bethesda,MD,38.984652,-77.0947092
503,Kelly Services,490,71.60 ,-40.70,7800,George S. Corona,Business Services,Temporary Help,Troy,MI,42.6064095,-83.1497751
504,Genesis Healthcare,454,579.00,-,68700,George V. Hager Jr.,Health Care,Health Care: Medical Facilities,Kennett Square,PA,39.8467767,-75.7116032
505,Michaels Cos.,496,390.50 ,3.30,30500,Carl S. Rubin,Retailing,Specialty Retailers: Other,Irving,TX,32.8140177,-96.9488945
506,Advanced Micro Devices,565,43.00 ,-,8900,Lisa T. Su,Technology,Semiconductors and Other Electronic Components,Santa Clara,CA,37.3541079,-121.9552356
507,Zoetis,521,864.00 ,5.20,9200,Juan Ram�n Alaix,Health Care,Pharmaceuticals,Parsippany-Troy Hills,NJ,40.8652865,-74.4173877
508,Williams-Sonoma,506,259.50 ,-15.00,19350,Laura J. Alber,Retailing,Specialty Retailers: Other,SF,CA,37.7749295,-122.4194155
509,Fortune Brands Home & Security,511,472.60 ,14.40,23870,Christopher J. Klein,Household Products,"Home Equipment, Furnishings",Deerfield,IL,42.1711365,-87.8445119
510,Big Lots,495,189.80 ,24.20,22900,Lisa M. Bachmann,Retailing,Specialty Retailers: Other,Columbus,OH,39.9611755,-82.9987942
511,Robert Half International,493,290.60 ,-15.40,17200,Harold M. Messmer Jr.,Business Services,Temporary Help,Menlo Park,CA,37.4529598,-122.1817252
512,Post Holdings,508,48.30 ,-,11410,Robert V. Vitale,"Food, Beverages &  Tobacco",Food Consumer Products,St. Louis,MO,38.6270025,-90.1994042
513,Hasbro,509,396.60 ,-28.10,5400,Brian D. Goldner,Household Products,"Toys, Sporting Goods",Pawtucket,RI,41.878711,-71.3825558
514,Hanover Insurance Group,517,186.20 ,20.10,4600,John C. Roche,Financials,Insurance: Property and Casualty (Stock),Worcester,MA,42.2625932,-71.8022934
515,Navient,514,292.00 ,-57.10,6700,John F. Remondi,Financials,Diversified Financials,Wilmington,DE,39.7390721,-75.5397878
516,Intuit,527,971.00 ,-0.80,8200,Brad D. Smith,Technology,Computer Software,Mountain View,CA,37.3860517,-122.0838511
517,Domtar,505,258.00,-301.60,10000,John D. Williams,Materials,Forest and Paper Products,Fort Mill,SC,35.0073697,-80.9450759
518,Marathon Oil,536,5723.00,-,2300,Lee M. Tillman,Energy,"Mining, Crude-Oil Production",Houston,TX,29.7604267,-95.3698028
519,Cerner,530,867.00 ,36.20,26000,D. Brent Shafer,Health Care,Health Care: Pharmacy and Other Services,North Kansas City,MO,39.1429081,-94.5729781
520,Analog Devices,660,727.30 ,-15.60,15300,Vincent T. Roche,Technology,Semiconductors and Other Electronic Components,Norwood,MA,42.1943909,-71.1989695
521,Telephone & Data Systems,504,153.00 ,255.80,9900,LeRoy T. Carlson Jr.,Telecommunications,Telecommunications,Chicago,IL,41.8781136,-87.6297982
522,Essendant,487,267.00,-518.10,6400,Richard D. Phillips,Wholesalers,Wholesalers: Electronics and Office Equipment,Deerfield,IL,42.1711365,-87.8445119
523,Sonoco Products,531,175.30 ,-38.80,21000,Robert C. Tiede,Materials,"Packaging, Containers",Hartsville,SC,34.3740431,-80.0734005
524,Juniper Networks,510,306.20 ,-48.30,9381,Rami Rahim,Technology,Network and Other Communications Equipment,Sunnyvale,CA,37.36883,-122.0363496
525,Commercial Metals,535,46.30 ,-15.40,8797,Barbara R. Smith,Materials,Metals,Irving,TX,32.8140177,-96.9488945
526,CSRA,570,304.00 ,248.80,18500,Lawrence B. Prior III,Technology,Information Technology Services,Falls Church,VA,38.882334,-77.1710914
527,Under Armour,528,48.30,-118.80,11350,Kevin A. Plank,Apparel,Apparel,Baltimore,MD,39.2903848,-76.6121893
528,RPM International,529,181.80 ,-48.70,14318,Frank C. Sullivan,Chemicals,Chemicals,Medina,OH,41.143245,-81.8552196
529,Total System Services,579,586.20 ,83.40,11800,M. Troy Woods,Business Services,Financial Data Services,Columbus,GA,32.4609764,-84.9877094
530,Levi Strauss,542,281.40 ,-3.30,13800,Charles V. Bergh,Apparel,Apparel,SF,CA,37.7749295,-122.4194155
531,Brunswick,547,146.40 ,-47.00,15116,Mark D. Schwabero,Transportation,Transportation Equipment,Libertyville,IL,42.2333571,-87.9259058
532,YRC Worldwide,534,10.80,-150.20,32000,Darren D. Hawkins,Transportation,"Trucking, Truck Leasing",Overland Park,KS,38.9822282,-94.6707917
533,Mattel,474,1053.80,-431.40,28000,Ynon Kreiz,Household Products,"Toys, Sporting Goods",El Segundo,CA,33.9191799,-118.4164652
534,FM Global,557,254.10 ,-68.10,5441,Thomas A. Lawson,Financials,Insurance: Property and Casualty (Stock),Johnston,RI,41.8205199,-71.512617
535,NiSource,545,128.50 ,-61.20,8175,Joseph Hamrock,Energy,Utilities: Gas and Electric,Merrillville,IN,41.4828144,-87.3328139
536,Caesars Entertainment,541,375.00,-,65000,Mark P. Frissora,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Las Vegas,NV,36.1699412,-115.1398296
537,Electronic Arts,556,967.00 ,-16.30,8800,Andrew Wilson,Technology,Entertainment,Redwood City,CA,37.4852152,-122.2363548
538,Dynegy,561,76.00 ,-,2489,Curtis A. Morgan,Energy,Energy,Houston,TX,29.7604267,-95.3698028
539,McCormick,553,477.40 ,1.10,11700,Lawrence E. Kurzius,"Food, Beverages &  Tobacco",Food Consumer Products,Sparks Glencoe,MD,39.5309389,-76.6458043
540,T. Rowe Price,573,1497.80 ,23.30,6881,William J. Stromberg,Financials,Securities,Baltimore,MD,39.2903848,-76.6121893
541,Orbital ATK,549,310.00 ,5.80,13900,Blake Larson,Aerospace &  Defense,Aerospace and Defense,Sterling,VA,38.9624899,-77.4380485
542,Tutor Perini,513,148.40 ,54.90,10061,Ronald N. Tutor,Engineering &  Construction,"Engineering, Construction",Los Angeles,CA,34.3058279,-118.4571974
543,Brookdale Senior Living,512,571.40,-,62550,Lucinda M. Baier,Health Care,Health Care: Medical Facilities,Brentwood,TN,36.0331164,-86.7827772
544,Huntington Bancshares,610,1186.00 ,66.60,15770,Stephen D. Steinour,Financials,Commercial Banks,Columbus,OH,39.9611755,-82.9987942
545,Wayfair,666,244.60,-,7751,Niraj S. Shah,Technology,Internet Services and Retailing,Boston,MA,42.3600825,-71.0588801
546,Rush Enterprises,575,172.10 ,324.20,6825,W. M. Rush,Retailing,"Automotive Retailing, Services",New Braunfels,TX,29.7030024,-98.1244531
547,Xylem,611,331.00 ,27.30,16200,Patrick K. Decker,Industrials,Industrial Machinery,Rye Brook,NY,41.0192641,-73.6834621
548,Neiman Marcus Group,515,531.80,-,13700,Geoffroy van Raemdonck,Retailing,Specialty Retailers: Apparel,Dallas,TX,32.7766642,-96.7969879
549,Hyatt Hotels,552,249.00 ,22.10,45000,Mark S. Hoplamazian,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Chicago,IL,41.8781136,-87.6297982
550,Sprouts Farmers Market,585,158.40 ,27.50,27000,Amin N. Maredia,Food &  Drug Stores,Food and Drug Stores,Phoenix,AZ,33.4483771,-112.0740373
551,Diebold Nixdorf,672,233.10,-,23000,Gerrard B. Schmid,Technology,"Computers, Office Equipment",North Canton,OH,40.875891,-81.4023356
552,Roper Technologies,609,971.80 ,47.50,14236,Brian D. Jellison,Technology,"Scientific,Photographic and  Control Equipment",Sarasota,FL,27.3364347,-82.5306527
553,Smart & Final Stores,559,138.90,-1172.90,7570,David G. Hirz,Food &  Drug Stores,Food and Drug Stores,Commerce,CA,34.0005691,-118.1597929
554,CommScope Holding,518,193.80 ,-13.00,20000,Marvin S. Edwards Jr.,Technology,Network and Other Communications Equipment,Newton,NC,35.7344538,-81.3444573
555,Tapestry,546,591.00 ,28.30,12450,Victor Luis,Apparel,Apparel,New York City,NY,40.7127753,-74.0059728
556,Diplomat Pharmacy,554,15.50 ,-45.10,2298,Brian Griffin,Health Care,Health Care: Pharmacy and Other Services,Flint,MI,43.0125274,-83.6874562
557,Chipotle Mexican Grill,599,176.30 ,668.40,68890,Brian R. Niccol,"Hotels, Restaurants &  Leisure",Food Services,Denver,CO,39.7392358,-104.990251
558,Agilent Technologies,576,684.00 ,48.10,13500,Michael R. McMullen,Technology,"Scientific,Photographic and  Control Equipment",Santa Clara,CA,37.3541079,-121.9552356
559,Science Applications International,551,179.00 ,25.20,15391,Anthony J. Moraco,Technology,Information Technology Services,Reston,VA,38.9586307,-77.3570028
560,MDU Resources Group,569,281.20 ,336.40,10140,David L. Goodin,Energy,Energy,Bismarck,ND,46.8083268,-100.7837392
561,Select Medical Holdings,563,177.20 ,53.50,36050,David S. Chernow,Health Care,Health Care: Medical Facilities,Mechanicsburg,PA,40.2142565,-77.0085876
562,Boise Cascade,597,83.00 ,116.90,6370,Thomas K. Corrick,Wholesalers,Wholesalers: Diversified,Boise,ID,43.6150186,-116.2023137
563,National General Holdings,643,105.80 ,-39.80,7570,Barry Karfunkel,Financials,Insurance: Property and Casualty (Stock),New York,NY,40.7127753,-74.0059728
564,SCANA,572,119.00,-120.00,5228,Jimmy E. Addison,Energy,Utilities: Gas and Electric,Cayce,SC,33.9657091,-81.0739827
565,Graphic Packaging Holding,562,300.20 ,31.70,13000,Michael P. Doss,Materials,"Packaging, Containers",Atlanta,GA,33.7489954,-84.3879824
566,Fastenal,591,578.60 ,15.80,20565,Daniel L. Florness,Wholesalers,Wholesalers: Diversified,Winona,MN,44.0553908,-91.6663523
567,Schneider National,NULL,389.90 ,148.60,19600,Christopher B. Lofgren,Transportation,"Trucking, Truck Leasing",Green Bay,WI,44.5133188,-88.0132958
568,Laureate Education,571,91.50 ,-75.40,54500,Eilif Serck-Hanssen,Business Services,Education,Baltimore,MD,39.2903848,-76.6121893
569,Beacon Roofing Supply,582,100.90 ,12.20,5406,Paul M. Isabella,Wholesalers,Wholesalers: Diversified,Herndon,VA,38.9695545,-77.3860976
570,KB Home,634,180.60 ,71.00,1915,Jeffrey T. Mezger,Engineering &  Construction,Homebuilders,Los Angeles,CA,34.0522342,-118.2436849
